"Word"	"Frequency"
"jonas"	5
"jonathan"	8
"jones"	44
"jong"	1
"joni"	1
"jonsson"	1
"jonze"	2
"jordan"	28
"jordanian"	1
"jorge"	5
"jos"	5
"jose"	12
"josee"	1
"joseph"	22
"josephs"	1
"josh"	12
"joshua"	5
"jostle"	1
"jostled"	1
"journal"	23
"journalism"	11
"journalist"	5
"journalistic"	4
"journalistically"	1
"journalists"	11
"journals"	1
"journey"	21
"journeyman"	1
"journeys"	2
"joviality"	1
"jowl"	1
"joy"	12
"joyce"	1
"joyner"	4
"joynt"	1
"joyous"	2
"joys"	1
"joystick"	1
"jozy"	1
"jpmorgan"	3
"jpowers"	3
"jr"	67
"jschwartzcoxnews"	1
"jtsullivan"	1
"juan"	4
"jubilant"	1
"jubilantly"	1
"jubilation"	1
"judaism"	2
"judd"	1
"jude"	1
"judge"	49
"judged"	7
"judges"	11
"judging"	6
"judgment"	15
"judgmental"	1
"judgments"	3
"judi"	1
"judicial"	12
"judith"	2
"judy"	14
"judygarland"	1
"juggernaut"	3
"juggled"	1
"juggling"	1
"jugraj"	1
"juice"	19
"juices"	1
"juicier"	2
"juicy"	7
"juicycampus"	11
"juilliard"	2
"jukebox"	1
"juli"	1
"julia"	2
"julian"	1
"juliana"	1
"julie"	4
"julien"	2
"juliet"	1
"julio"	5
"julius"	2
"july"	57
"jumble"	2
"jumbo"	1
"jump"	27
"jumped"	14
"jumping"	10
"jumps"	1
"jumpsuits"	1
"junction"	1
"juncture"	1
"june"	58
"jung"	8
"jungle"	16
"junior"	25
"juniors"	2
"junk"	10
"junkets"	1
"junkie"	1
"juno"	1
"jurich"	1
"juries"	2
"jurisdiction"	3
"jurisdictions"	2
"jurist"	2
"jurists"	1
"jurkowitz"	2
"juror"	1
"jurors"	9
"jury"	24
"jussi"	2
"just"	804
"justice"	58
"justices"	19
"justifiably"	1
"justification"	2
"justified"	1
"justifies"	1
"justify"	3
"justifying"	1
"justin"	9
"justine"	2
"juveniles"	1
"juwan"	2
"juxtaposition"	1
"k"	35
"kabbalistic"	1
"kabila"	2
"kabuki"	1
"kabul"	10
"kadima"	1
"kahl"	2
"kahn"	3
"kahuna"	1
"kahveci"	1
"kai"	2
"kaiser"	2
"kalashnikovs"	1
"kale"	1
"kaleidoscope"	1
"kallari"	21
"kamal"	1
"kamala"	1
"kaminsky"	4
"kammen"	1
"kampman"	1
"kan"	2
"kanegaye"	1
"kang"	1
"kanna"	4
"kansan"	1
"kansas"	36
"kanter"	2
"kaplan"	5
"kara"	3
"karachi"	2
"karada"	6
"karama"	2
"karaoke"	3
"karawan"	2
"kareem"	1
"karel"	1
"karen"	9
"karl"	18
"karma"	1
"karri"	7
"kashkari"	1
"kassar"	3
"kasting"	2
"kastor"	1
"kat"	1
"katarina"	1
"kate"	10
"kath"	1
"katharina"	1
"katharine"	5
"kathleen"	3
"kathryn"	2
"kathy"	4
"kati"	1
"katie"	10
"kato"	2
"katrina"	6
"katsafanas"	1
"katselas"	12
"katsman"	1
"katzen"	2
"kauffmann"	5
"kaufman"	8
"kaufmanesque"	1
"kaupthing"	8
"kay"	5
"kayak"	10
"kayaker"	2
"kayakers"	2
"kayaking"	2
"kayani"	2
"kaye"	2
"kazaa"	1
"kazan"	3
"kazimir"	1
"kbr"	28
"kbrassfieldsptimes"	1
"kc"	1
"kcet"	2
"kcnc"	1
"kearns"	4
"kebabs"	2
"kechiche"	1
"kedzie"	1
"keegan"	1
"keel"	1
"keen"	4
"keenan"	7
"keener"	1
"keenly"	3
"keep"	178
"keeper"	6
"keepers"	4
"keeping"	33
"keeps"	16
"keepsake"	1
"keeter"	1
"kefi"	3
"keflezighi"	1
"keg"	2
"kegger"	2
"kegs"	1
"kei"	1
"keir"	1
"keister"	1
"keith"	20
"keller"	3
"kelley"	2
"kelly"	12
"kelsey"	1
"keltner"	1
"kelvin"	1
"keme"	3
"kemp"	4
"kempe"	3
"kempt"	1
"kempthorne"	2
"ken"	10
"kendall"	1
"kenji"	1
"kenly"	1
"kennebunk"	1
"kennebunkport"	1
"kennedy"	45
"kennedys"	1
"kenneth"	4
"kenney"	1
"kenny"	3
"kenosha"	5
"kenseth"	1
"kent"	1
"kentridge"	1
"kentucky"	18
"kenwalsh"	1
"kenya"	16
"kenyan"	5
"kenyans"	1
"kenyon"	1
"kept"	55
"ker"	8
"kerber"	2
"kermit"	1
"kern"	1
"kernel"	1
"kerosene"	1
"kerrey"	2
"kerri"	1
"kerry"	55
"kertesz"	1
"kerviel"	2
"kessel"	1
"kestahn"	1
"ketchup"	3
"kettle"	1
"kettles"	1
"ketzel"	2
"kevin"	24
"key"	69
"keyboard"	4
"keyboards"	1
"keyhole"	1
"keys"	7
"keysha"	1
"keystone"	1
"keyworth"	1
"khachigian"	2
"khadr"	1
"khaldoon"	1
"khalifa"	1
"khalil"	1
"khaliq"	1
"khan"	11
"khemlani"	2
"khey"	2
"khmer"	3
"khudaer"	5
"kia"	4
"kick"	32
"kickback"	2
"kickbacks"	4
"kickbox"	1
"kicked"	13
"kicker"	14
"kickers"	2
"kicking"	1
"kickoff"	16
"kickoffs"	3
"kicks"	10
"kid"	21
"kiddies"	1
"kidding"	4
"kiddingly"	1
"kidman"	1
"kidnap"	1
"kidnapped"	9
"kidnappers"	4
"kidnapping"	6
"kidnappings"	4
"kidney"	2
"kidneys"	1
"kids"	56
"kiev"	4
"kiffin"	1
"kiick"	1
"kiley"	1
"kill"	19
"killed"	76
"killeen"	1
"killer"	10
"killers"	2
"killing"	17
"killinger"	4
"killings"	4
"kills"	4
"kilner"	3
"kilogram"	1
"kilometers"	1
"kilt"	1
"kim"	25
"kimani"	1
"kimball"	2
"kimberly"	1
"kimchi"	1
"kimi"	3
"kimio"	1
"kimmitt"	6
"kin"	1
"kind"	135
"kindergartener"	1
"kindergarteners"	1
"kindness"	3
"kindnesses"	1
"kinds"	14
"kinesiology"	1
"king"	32
"kingdom"	7
"kingfishers"	2
"kingmaker"	2
"kingpin"	1
"kings"	8
"kingsley"	1
"kingston"	4
"kink"	1
"kinky"	1
"kirby"	4
"kirchner"	9
"kirin"	1
"kirk"	2
"kirkland"	1
"kirkuk"	5
"kirp"	1
"kirsten"	1
"kiryat"	1
"kise"	4
"kiss"	5
"kissinger"	1
"kiszla"	4
"kit"	3
"kitchen"	17
"kitchens"	1
"kits"	7
"kitsch"	2
"kivu"	1
"kiyoe"	1
"kkka"	1
"kkr"	5
"klaus"	2
"klein"	12
"klemash"	6
"klerlein"	2
"klieg"	1
"klinkenberg"	4
"klinksptimes"	2
"klis"	2
"km"	4
"kmt"	3
"knaus"	1
"knead"	1
"knee"	19
"knees"	9
"knelt"	1
"knew"	90
"knicks"	36
"knife"	2
"knifed"	1
"knight"	7
"knights"	1
"knit"	3
"knob"	1
"knock"	15
"knockdown"	1
"knocked"	13
"knocking"	5
"knockout"	2
"knocks"	1
"knollenberg"	1
"knopf"	3
"knot"	3
"knotted"	2
"know"	306
"knowable"	1
"knowing"	17
"knowingly"	1
"knowledge"	32
"knowledgeable"	3
"known"	140
"knownshon"	1
"knows"	55
"knowshon"	4
"knox"	1
"knoxville"	1
"knuckle"	1
"knuckled"	1
"knucklehead"	1
"knuckles"	2
"kobe"	1
"koch"	1
"kock"	1
"koen"	2
"koesterich"	3
"kogyo"	1
"kohlberg"	27
"kok"	1
"kokopelli"	1
"kolbert"	2
"kolby"	2
"kolinski"	1
"kolzig"	2
"kombat"	1
"komen"	1
"komo"	1
"kong"	6
"kool"	1
"kooning"	2
"koppel"	2
"korda"	1
"kordan"	24
"kordell"	1
"korea"	23
"korean"	27
"koreans"	9
"korn"	1
"kornheiser"	1
"kors"	4
"kos"	1
"kosher"	2
"koss"	3
"kosuke"	1
"kouji"	1
"koules"	2
"kovacic"	1
"koz"	3
"kozak"	1
"kozlowski"	3
"kpmg"	1
"kraft"	4
"krajicek"	2
"kramer"	3
"krampf"	1
"krapchev"	2
"krasner"	1
"krause"	2
"kravis"	9
"kravises"	2
"kreis"	3
"kremlin"	5
"kriegbaum"	8
"kris"	3
"krista"	1
"kristen"	3
"krkosek"	1
"kroenke"	1
"krona"	1
"kronke"	1
"kronkedailynews"	1
"kronur"	1
"kruger"	8
"krystofer"	1
"ksugiura"	1
"kuba"	5
"kubiak"	3
"kuchma"	2
"kucinich"	2
"kuczwanski"	1
"kudos"	1
"kuhl"	1
"kulongoski"	1
"kumar"	3
"kumbaya"	1
"kun"	1
"kunar"	1
"kung"	5
"kunikazu"	1
"kunstmuseum"	1
"kunstmuseumbasel"	1
"kuomintang"	6
"kurdell"	3
"kurdish"	2
"kurdistan"	2
"kurt"	10
"kuryakin"	6
"kushell"	1
"ky"	3
"kyle"	6
"kymaunii"	2
"l"	69
"l99"	2
"la"	30
"lab"	8
"label"	14
"labeled"	6
"labeling"	1
"labels"	9
"laben"	1
"labha"	3
"labor"	21
"laboratories"	2
"laboratory"	12
"labored"	3
"laborer"	1
"laborers"	2
"laboring"	2
"labrador"	1
"labs"	8
"lace"	1
"laced"	3
"lacey"	1
"lachine"	2
"lack"	37
"lackadaisical"	3
"lacked"	7
"lacking"	3
"lackluster"	5
"lacks"	2
"laconic"	1
"lactose"	1
"ladainian"	3
"ladder"	2
"laden"	31
"ladies"	6
"lady"	6
"laface"	1
"lafayette"	3
"laffey"	1
"lafoodbank"	1
"lager"	1
"laggard"	1
"lagged"	2
"lagging"	1
"lags"	1
"lahore"	10
"laid"	27
"laird"	1
"laissez"	1
"lake"	17
"lakebeds"	1
"lakeland"	3
"lakers"	7
"lakes"	4
"lakeside"	3
"lakewood"	2
"lalo"	1
"lama"	4
"lamb"	14
"lambaste"	1
"lambda"	2
"lambright"	6
"lambro"	1
"lambs"	1
"lame"	6
"lameness"	1
"lament"	3
"lamented"	2
"lamenting"	1
"lamest"	1
"lamm"	3
"lamont"	1
"lamorisse"	3
"lamotta"	1
"lamp"	2
"lampoon"	1
"lampoons"	1
"lamppa"	3
"lamppost"	1
"lampposts"	1
"lamps"	1
"lampson"	1
"lancaster"	15
"lance"	4
"lancet"	2
"land"	48
"landau"	1
"landed"	8
"lander"	1
"landforms"	2
"landing"	5
"landler"	5
"landlocked"	1
"landlord"	4
"landlords"	7
"landman"	2
"landmansptimes"	2
"landmark"	8
"landmarks"	2
"landmarktrust"	1
"landowners"	1
"landrieu"	4
"lands"	1
"landsbanki"	3
"landscape"	14
"landscaped"	1
"landscaper"	1
"landscapers"	1
"landscaping"	1
"landslide"	10
"landsliding"	1
"lane"	6
"lanes"	2
"laneve"	7
"lang"	1
"langan"	3
"langella"	6
"langer"	3
"langford"	1
"language"	51
"languages"	1
"lanky"	1
"lansing"	1
"lantern"	1
"lanterns"	1
"lap"	2
"lapd"	2
"lapeled"	1
"lapels"	1
"lapidus"	8
"laps"	5
"lapse"	1
"lapsed"	2
"lapsing"	1
"laptop"	6
"laptops"	6
"lara"	1
"laraque"	1
"larded"	1
"larena"	1
"large"	147
"largely"	48
"larger"	49
"largesse"	2
"largest"	82
"largo"	5
"larijani"	1
"larraz"	1
"larry"	17
"larryrohter"	1
"larsen"	1
"larsson"	1
"larvae"	1
"las"	17
"laselvamariposa"	1
"laser"	2
"lashed"	3
"lashing"	3
"lashkars"	1
"lassa"	1
"lasso"	2
"lassoed"	1
"last"	871
"lasted"	8
"lasting"	11
"lastly"	2
"lasts"	5
"laszlo"	2
"latches"	1
"late"	189
"lately"	17
"later"	193
"laterally"	1
"latest"	60
"latex"	1
"latham"	1
"latin"	24
"latino"	19
"latinos"	4
"latitude"	4
"latrace"	1
"latter"	5
"laud"	1
"laude"	1
"lauded"	4
"lauderdale"	6
"laugh"	18
"laughable"	2
"laughably"	1
"laughed"	9
"laughing"	8
"laughs"	3
"laughter"	7
"launch"	6
"launched"	12
"launcher"	2
"launchers"	1
"launches"	1
"launching"	9
"laundering"	1
"laundry"	8
"lauper"	1
"laura"	11
"laureate"	3
"laurel"	4
"lauren"	2
"laurence"	2
"laurent"	1
"laurie"	3
"lausd"	8
"lautenberg"	1
"lavender"	1
"lavish"	6
"lavishly"	1
"law"	140
"lawful"	1
"lawless"	3
"lawlessness"	1
"lawmaker"	2
"lawmakers"	15
"lawn"	8
"lawns"	9
"lawrence"	8
"laws"	44
"lawson"	4
"lawsuit"	27
"lawsuits"	16
"lawton"	3
"lawyer"	56
"lawyers"	50
"lax"	3
"lay"	17
"layer"	1
"layered"	2
"layering"	1
"layers"	4
"laying"	7
"layoff"	4
"layoffs"	9
"layout"	1
"layover"	1
"lays"	1
"layup"	1
"layups"	3
"lazenbyesque"	1
"lazily"	1
"lazy"	5
"lb"	2
"lbj"	1
"lcd"	5
"ldl"	2
"le"	4
"lea"	1
"leach"	32
"leached"	1
"lead"	186
"leader"	81
"leaders"	89
"leadership"	38
"leading"	85
"leadoff"	1
"leads"	56
"leaf"	7
"leaflets"	2
"leafletting"	2
"leafy"	2
"league"	137
"leaguers"	2
"leagues"	2
"leah"	1
"leahy"	2
"leak"	1
"leaked"	3
"leaking"	3
"leaks"	2
"lean"	13
"leaned"	10
"leaner"	1
"leaning"	32
"leanings"	2
"leans"	3
"leap"	12
"leaped"	3
"leaphorn"	7
"leaps"	1
"learn"	37
"learned"	52
"learning"	19
"learns"	2
"leary"	4
"lease"	2
"leased"	1
"leases"	5
"leash"	2
"least"	203
"leather"	15
"leave"	72
"leaved"	1
"leavening"	1
"leavenworth"	1
"leaves"	25
"leaving"	42
"leavitt"	2
"lebanon"	4
"lebow"	2
"lebowakgomo"	1
"lebron"	3
"lecavalier"	12
"leche"	1
"lecrone"	2
"lectern"	1
"lectures"	1
"lecturing"	1
"led"	115
"ledbetter"	1
"lede"	5
"ledeall"	1
"ledford"	7
"ledger"	1
"lee"	45
"leeds"	1
"lees"	1
"leesburg"	1
"leff"	1
"left"	269
"lefthander"	1
"leftist"	5
"leftover"	1
"leftward"	4
"leg"	14
"legacy"	24
"legal"	67
"legality"	2
"legalize"	4
"legalized"	4
"legalizing"	4
"legally"	6
"legato"	1
"legend"	4
"legendary"	11
"leggett"	2
"legging"	1
"leggings"	1
"legions"	3
"legislation"	28
"legislative"	33
"legislator"	4
"legislators"	9
"legislature"	10
"legislatures"	1
"legit"	1
"legitimacy"	5
"legitimate"	10
"legitimize"	1
"legos"	1
"legs"	15
"lehman"	7
"lehmkuhle"	2
"lehrer"	5
"lehtinen"	1
"leibowitz"	2
"leigh"	4
"leila"	1
"leinart"	1
"leisure"	1
"leiter"	1
"leive"	1
"lel"	6
"lelie"	1
"lemieux"	3
"lemon"	11
"lemonade"	1
"lemons"	3
"lemony"	1
"len"	2
"lena"	1
"lenard"	4
"lend"	11
"lendale"	1
"lender"	13
"lenders"	22
"lending"	31
"length"	16
"lengthened"	1
"lengths"	4
"lengthy"	3
"lenhart"	1
"lenient"	2
"lenin"	1
"lenka"	2
"lennie"	1
"lenniesptimes"	1
"lennon"	3
"lenny"	3
"lennys"	2
"leno"	3
"lenox"	1
"lens"	3
"lenses"	1
"lent"	3
"lentils"	1
"leo"	1
"leokoriou"	2
"leon"	9
"leonard"	8
"leonardo"	1
"leong"	1
"leonid"	1
"leonora"	1
"leontyne"	1
"leopard"	1
"leper"	1
"lerner"	4
"les"	5
"lesbian"	2
"lesbians"	1
"lesion"	1
"leslie"	4
"less"	202
"lessen"	1
"lessening"	1
"lessens"	1
"lesser"	4
"lessler"	1
"lesson"	13
"lessons"	17
"lest"	1
"let"	149
"letdown"	5
"lethal"	5
"leticia"	5
"letitia"	1
"letko"	2
"lets"	4
"letter"	41
"letterman"	4
"letters"	20
"letting"	13
"lettuce"	3
"leukemia"	1
"leval"	2
"level"	84
"levels"	49
"lever"	2
"leverage"	7
"leveraged"	2
"levers"	3
"levi"	14
"levied"	2
"levin"	1
"levine"	21
"levitating"	1
"levittown"	1
"levity"	4
"levy"	13
"lew"	2
"lewis"	17
"lewitt"	24
"lexicographic"	1
"lexicography"	1
"lexicon"	1
"lexington"	2
"leyritz"	47
"leyritzes"	3
"leyva"	3
"lg"	1
"li"	2
"liability"	7
"liable"	1
"liaison"	1
"liaisons"	1
"liam"	3
"liars"	2
"libel"	1
"liberace"	1
"liberal"	50
"liberalism"	4
"liberals"	39
"liberated"	3
"liberation"	4
"liberator"	1
"libertarian"	2
"libertarianism"	1
"libertarians"	1
"liberties"	4
"liberty"	6
"libor"	1
"libous"	1
"librarians"	3
"libraries"	2
"library"	13
"libya"	11
"libyan"	3
"libyans"	1
"lice"	5
"license"	12
"licensed"	1
"licensees"	1
"licenses"	10
"licensing"	5
"lichen"	1
"lichtman"	1
"licks"	4
"licorice"	1
"lid"	2
"liddell"	2
"lidge"	3
"lido"	1
"lie"	11
"lieberman"	7
"lied"	4
"liederman"	2
"lier"	1
"lies"	10
"lieu"	1
"lieutenant"	7
"life"	281
"lifeblood"	2
"lifeline"	2
"lifelong"	10
"lifesaver"	1
"lifesaving"	2
"lifestyle"	5
"lifestyles"	2
"lifetime"	17
"lifetimes"	3
"lift"	12
"lifted"	8
"liftgate"	1
"lifting"	6
"lifts"	1
"liga"	1
"ligament"	2
"light"	59
"lighted"	4
"lighter"	4
"lighting"	20
"lightless"	1
"lightly"	7
"lightning"	23
"lightolier"	2
"lights"	30
"lightweight"	3
"ligue"	1
"liguori"	1
"likable"	3
"like"	964
"likeability"	1
"liked"	20
"likelihood"	7
"likely"	160
"likened"	2
"likening"	3
"likes"	22
"likewise"	8
"liking"	5
"lil"	1
"lilies"	1
"lilla"	2
"lille"	1
"lilliputian"	1
"lilly"	1
"lilt"	2
"lima"	1
"limb"	1
"limbaugh"	3
"limbo"	3
"limelight"	3
"limestone"	2
"limewire"	1
"limit"	17
"limitations"	2
"limited"	34
"limiting"	10
"limitless"	1
"limits"	32
"limo"	4
"limos"	2
"limousine"	8
"limousines"	3
"limp"	1
"lina"	6
"linchpin"	3
"lincoln"	33
"linda"	8
"linden"	1
"linders"	1
"lindland"	2
"lindsay"	2
"lindsey"	4
"line"	210
"linebacker"	19
"linebackers"	1
"linebacking"	1
"lined"	12
"linehan"	3
"lineman"	3
"linemen"	3
"linen"	1
"linens"	8
"liners"	2
"lines"	71
"linesmenjonny"	1
"lineup"	15
"lineups"	4
"linger"	3
"lingerie"	1
"lingering"	7
"lingers"	1
"lingo"	1
"linguini"	1
"linguist"	1
"linguistic"	1
"linguistlist"	1
"lingus"	1
"lining"	6
"linings"	1
"link"	12
"linkage"	1
"linked"	9
"linking"	2
"links"	8
"linus"	1
"linux"	2
"liodice"	1
"lion"	2
"lions"	20
"lip"	6
"lippert"	4
"lippman"	1
"lippmann"	1
"lips"	2
"lipstick"	2
"lipsticked"	1
"lipton"	1
"liquefied"	2
"liqueur"	2
"liquid"	10
"liquidated"	1
"liquidation"	1
"liquidity"	9
"liquor"	6
"lisa"	1
"lisbon"	4
"lisle"	1
"list"	94
"listed"	16
"listen"	14
"listened"	3
"listener"	5
"listeners"	1
"listening"	7
"listens"	2
"listing"	2
"listings"	2
"listlessness"	1
"lists"	11
"lit"	8
"litany"	7
"litchfield"	1
"liter"	18
"literacy"	2
"literal"	1
"literally"	10
"literary"	8
"literature"	18
"litigation"	5
"litmus"	2
"litowitz"	1
"litter"	1
"little"	255
"littleton"	1
"liturgical"	1
"liv"	1
"live"	123
"lived"	61
"livelihoods"	4
"lively"	6
"liver"	1
"liverpool"	1
"lives"	91
"livestock"	1
"living"	69
"livonia"	1
"liz"	4
"lizard"	2
"lizardy"	1
"lke"	1
"ll"	195
"llc"	6
"lloyd"	5
"lloyds"	7
"lo"	1
"load"	15
"loaded"	11
"loads"	4
"loaf"	5
"loan"	64
"loaning"	1
"loans"	76
"loath"	3
"loathe"	2
"lob"	1
"lobbied"	3
"lobbies"	1
"lobby"	16
"lobbying"	7
"lobbyist"	4
"lobbyists"	6
"local"	188
"locales"	1
"localism"	1
"localities"	1
"locally"	11
"locals"	9
"locate"	2
"located"	10
"location"	22
"locations"	15
"lock"	3
"locked"	12
"locker"	32
"lockers"	1
"lockhart"	1
"locking"	2
"locks"	3
"locksmith"	1
"lockstep"	1
"locomotive"	2
"lodging"	2
"loera"	1
"loews"	1
"lofa"	1
"loft"	22
"loftiest"	1
"lofts"	5
"lofty"	2
"log"	5
"logan"	19
"logback"	6
"logged"	2
"loggers"	1
"logging"	2
"logic"	3
"logical"	7
"logistical"	1
"logistics"	4
"logo"	1
"logos"	2
"logs"	4
"lohr"	1
"lom"	1
"lombardi"	1
"lombardo"	1
"lon"	1
"london"	55
"londregan"	3
"lone"	10
"lonely"	5
"long"	398
"longares"	1
"longer"	70
"longest"	19
"longevity"	2
"longhorns"	6
"longing"	2
"longs"	2
"longstanding"	4
"longtime"	29
"longworth"	2
"lonnie"	2
"looie"	1
"look"	213
"looked"	75
"looking"	143
"looks"	49
"loom"	3
"loomed"	2
"looming"	6
"looms"	1
"loon"	1
"loop"	6
"looped"	2
"loops"	3
"loose"	10
"loosely"	5
"loosened"	4
"looseness"	1
"loosening"	3
"looser"	2
"looted"	1
"looting"	1
"lopez"	4
"lopsided"	6
"lord"	24
"lorde"	1
"lords"	3
"lore"	8
"loren"	4
"lorenzen"	1
"lorenzo"	1
"loroupe"	1
"los"	80
"lose"	66
"loser"	4
"losers"	3
"loses"	13
"losing"	57
"loss"	105
"losses"	38
"lost"	170
"lot"	287
"lotion"	1
"lots"	32
"lott"	2
"lotta"	1
"lottery"	4
"lou"	11
"louckx"	1
"loud"	8
"louden"	1
"louder"	2
"loudly"	4
"loudmouthed"	1
"loudon"	3
"loudspeakers"	4
"louis"	42
"louise"	1
"louisiana"	14
"louisinette"	1
"louisville"	3
"lounge"	6
"lounges"	1
"louse"	1
"lousy"	4
"louvre"	3
"lovable"	1
"lovably"	1
"love"	104
"loved"	26
"loveland"	1
"lovelier"	1
"lovelies"	1
"loveliness"	1
"lovely"	16
"lover"	4
"lovers"	6
"loves"	7
"loving"	7
"low"	98
"lowe"	5
"lowell"	14
"lower"	50
"lowered"	5
"lowering"	5
"lowest"	29
"lows"	3
"loyal"	11
"loyalists"	1
"loyalties"	4
"loyalty"	11
"lozenges"	1
"lpga"	14
"ls"	1
"ls3"	1
"lsu"	2
"lt"	46
"ltd"	1
"lubalin"	1
"lubbock"	1
"lubens"	1
"lubricants"	1
"luc"	2
"lucas"	14
"lucci"	1
"lucero"	1
"luciano"	1
"lucic"	5
"lucid"	1
"lucidity"	1
"lucien"	1
"lucille"	1
"lucite"	1
"luck"	18
"luckiest"	1
"luckily"	3
"lucky"	12
"lucrative"	9
"lucrezia"	11
"ludicrous"	1
"ludmila"	3
"lufkin"	2
"lug"	2
"lugar"	1
"luges"	1
"luggage"	3
"lugging"	1
"lugo"	6
"luis"	9
"lujan"	1
"lukashenko"	1
"luke"	2
"lukewarm"	1
"lula"	2
"lulacafe"	1
"lumber"	1
"lumbering"	1
"lumberyards"	1
"luminaries"	1
"luminary"	1
"lump"	5
"lumped"	1
"lumps"	1
"lumpy"	1
"lunacy"	1
"lunch"	20
"luncheon"	10
"lunches"	1
"lunchtime"	1
"lund"	1
"lundby"	2
"lundqvist"	1
"lung"	1
"lunge"	1
"lunging"	1
"lungs"	1
"lunsford"	4
"luo"	1
"lupo"	5
"lupron"	1
"lurch"	1
"lurched"	2
"lure"	6
"lured"	4
"lurid"	1
"luring"	4
"lurk"	2
"lurking"	1
"lusaka"	1
"luscious"	4
"lush"	3
"luster"	4
"lustily"	2
"lusty"	1
"luther"	8
"luthier"	1
"lutz"	2
"luxama"	2
"luxurious"	3
"luxury"	20
"lx"	1
"ly"	1
"lycrecia"	1
"lydia"	1
"lying"	3
"lyle"	1
"lynch"	9
"lynd"	1
"lyndon"	8
"lynn"	4
"lynne"	1
"lyons"	2
"lyrical"	2
"lyricism"	1
"lyrics"	4
"lysenkoist"	1
"m"	622
"ma"	26
"mable"	2
"mabry"	2
"mac"	9
"macabre"	2
"macarena"	3
"macario"	2
"macaroni"	1
"macarthur"	2
"macbeth"	1
"macdill"	1
"macdougal"	1
"macfadyen"	1
"macha"	1
"machen"	10
"machiavellian"	1
"machine"	43
"machinery"	1
"machines"	37
"machismo"	1
"macho"	1
"macintosh"	1
"mack"	3
"macomb"	1
"macromarkets"	1
"macronutrients"	1
"macy"	1
"mad"	11
"madagascar"	2
"madam"	1
"madama"	1
"madden"	5
"maddon"	1
"maddow"	7
"made"	443
"madea"	1
"madeline"	1
"madelyn"	5
"madera"	1
"madison"	12
"madly"	3
"madman"	2
"madmen"	1
"madness"	5
"madonna"	3
"madre"	1
"madrid"	7
"mae"	1
"maelstrom"	1
"maffio"	2
"magazine"	38
"magazines"	6
"magdalena"	1
"maggie"	2
"maggio"	1
"magglio"	1
"magic"	20
"magical"	6
"magnate"	1
"magnet"	3
"magnetic"	1
"magnetism"	3
"magnets"	1
"magnificent"	2
"magnified"	1
"magnitude"	1
"magnolia"	2
"magnum"	1
"magnusson"	1
"mahaffey"	1
"maher"	1
"mahler"	1
"mahmoud"	5
"mahoney"	1
"mahwah"	1
"maikon"	1
"mail"	102
"mailbox"	1
"mailed"	18
"mailer"	4
"mailing"	5
"mails"	4
"main"	56
"maine"	12
"mainland"	29
"mainly"	18
"mainstays"	2
"mainstream"	22
"maintain"	17
"maintained"	7
"maintaining"	5
"maintains"	4
"maintenance"	7
"maitland"	1
"maitre"	1
"maj"	5
"majestic"	1
"majidian"	2
"major"	148
"majoring"	3
"majorities"	9
"majority"	63
"majors"	7
"make"	392
"makeover"	2
"makeovers"	1
"maker"	16
"makers"	14
"makes"	95
"makeshift"	7
"makeup"	8
"making"	206
"makings"	1
"malaepule"	1
"malaise"	2
"malaria"	11
"malaysia"	3
"malcolm"	5
"malcontent"	1
"male"	15
"males"	3
"malevich"	1
"malfeasances"	1
"malformed"	2
"malfunctioning"	1
"malfunctions"	1
"malia"	2
"malibu"	1
"malicious"	4
"malignant"	1
"malik"	6
